% file containing expected replies from the DHCP module
%
% read by UVVM to make comparison of module's output
%
% "@" is used to indicate counters (decimal numbers) for transmission start,
% following lines give data content
%
% counters must be in increasing order
% (and match actual timing, i.e. each data line is one count:
%   If a packet starts at 10 and is 10 lines long,
%   the next packet can only start at 20 (and that's already super tight)
% )!

% DHCP Discover started until reset interrupts
@ 7
4500 011D 0000 0000
4011 79D1 0000 0000
% the reader reacts not completely correct here, so we cut off the packet manually
FFFF FFFF 0044 0043 000 0

% DHCP Discover: expect IP broadcast
@ 23
4500 011D 0000 0000
% TTL, Protocol, CRC, IP SRC (zeros)
4011 79D1 0000 0000
% IP DST (broadcast), UDP header: SRC DST length CRC
FFFF FFFF 0044 0043
% UDP header: length CRC, DHCP-header
0109 0000 0101 0600
% DHCP XID SECS FLAGS
DEAD BEEF 0000 0001
% CIADDR YIADDR
0000 0000 0000 0000
% SIADDR GIADDR
0000 0000 0000 0000
% CHADDR(1)
0022 8F02 41EE 0000
0000 0000 0000 0000
% SNAME(64 octets = 8 rows)
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
% BNAME (128 octets = 16 rows)
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
% MAGIC_COOKIE, DHCP options: DHCP discover
6382 5363 3501 0100
% DHCP parameter request list
0000 0000 3703 011A
1C00 0000 FF00 0000 011 0

@ 244
% DHCP request: Still broadcast (IP SRC = zero, IP DST = FF)
4500 012D 0001 0000
4011 79C0 0000 0000
FFFF FFFF 0044 0043
0119 0000 0101 0600
DEAD BEEF 0005 0001
0000 0000 0000 0000
0000 0000 0000 0000
0022 8F02 41EE 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
6382 5363 3501 0300
0000 0000 3204 C0A8
0164 0000 3604 C0A8
0101 0000 3703 011A
1C00 0000 FF00 0000 011 0

@ 379
% DHCP request: Still broadcast (IP SRC = zero, IP DST = FF)
% It's generally a repetition of the previous request, but few identifiers change:
% - IP header: increased 'Identification' by 1)
% - DHCP header: increased 'secs' by 4)
4500 012D 0002 0000
4011 79BF 0000 0000
FFFF FFFF 0044 0043
0119 0000 0101 0600
DEAD BEEF 0009 0001
0000 0000 0000 0000
0000 0000 0000 0000
0022 8F02 41EE 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
6382 5363 3501 0300
0000 0000 3204 C0A8
0164 0000 3604 C0A8
0101 0000 3703 011A
1C00 0000 FF00 0000 011 0

@2099
% DHCP renewal
4500 011D 0003 0000
4011 F617 C0A8 0164
C0A8 0101 0044 0043
0109 0000 0101 0600
DEAD BEEF 0034 0000
C0A8 0164 0000 0000
0000 0000 0000 0000
0022 8F02 41EE 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
0000 0000 0000 0000
6382 5363 3501 0300
0000 0000 3703 011A
1C00 0000 FF00 0000 011 0

@2308
% DHCP request after reboot (1)
4500 012D 0000 0000
4011 79C1 0000 0000
FFFF FFFF 0044 0043
0119 0000 0101 0600
DEAD BEEF 0000 0001
0000 0000 0000 0000
0000 0000 0000 0000
0022 8F02 41EE 0000
